Passager_ID,Date_Heure_Debut_Parcours,Vol,Siege,Porte,Aeroport_Depart,Aeroport_Arrivee,Heure_Decollage,Heure_Atterrissage,Entree_Terminal,Enregistrement,Controle_Securite,Controle_Passeport,Duty_Free,Porte_Embarquement,Recuperation_Bagages,Sortie_Aeroport
P00771,2025-01-18 10:45:00,67m,8A,F26,NCE,LYS,2025-01-18 13:30:02.949740,2025-01-18 14:37:12.517287,10m,13m,56m,4m,30m,37m,18m,13m
P00772,2025-01-18 08:44:00,699m,15D,H5,LYS,LHR,2025-01-18 11:43:22.348407,2025-01-18 23:22:08.844627,7m,20m,23m,36m,36m,25m,33m,11m
P00773,2025-01-11 15:20:00,50m,36C,E17,BOD,ORY,2025-01-11 17:35:42.659778,2025-01-11 18:25:20.999919,8m,15m,25m,9m,24m,25m,IN (6m),
P00774,2025-01-17 09:56:00,424m,27C,G3,BOD,LHR,2025-01-17 12:17:03.705039,2025-01-17 19:20:58.418109,4m,14m,32m,10m,16m,28m,23m,18m
P00775,2025-01-01 12:07:00,118m,24F,F20,ORY,NCE,2025-01-01 14:28:26.798455,2025-01-01 16:26:46.452515,8m,18m,21m,4m,29m,38m,21m,8m
P00776,2025-01-01 01:21:00,275m,1F,G10,LYS,DXB,2025-01-01 03:39:26.247592,2025-01-01 08:14:16.515223,5m,21m,23m,18m,28m,27m,28m,9m
P00777,2025-01-29 13:18:00,372m,23F,D27,BOD,JFK,2025-01-29 15:11:36.776663,2025-01-29 21:23:14.183619,9m,12m,16m,10m,21m,25m,26m,6m
P00778,2025-01-10 20:00:00,555m,33B,B7,BOD,FRA,2025-01-10 21:50:32.515169,2025-01-11 07:05:33.980522,7m,13m,12m,14m,15m,30m,64m,10m
P00779,2025-01-22 00:59:00,82m,39E,D22,ORY,BOD,2025-01-22 03:26:24.085715,2025-01-22 04:48:25.854265,4m,14m,44m,7m,16m,20m,18m,13m
P00780,2025-01-18 09:11:00,417m,15B,E29,BOD,JFK,2025-01-18 11:34:02.706114,2025-01-18 18:31:31.571840,8m,18m,15m,16m,48m,18m,37m,12m
P00781,2025-01-25 13:40:00,680m,7F,H9,NCE,AMS,2025-01-25 15:43:59.928809,2025-01-26 03:04:16.916465,7m,24m,29m,8m,15m,29m,22m,7m
P00782,2025-01-15 20:55:00,289m,3F,B1,LYS,MAD,2025-01-16 00:08:35.335163,2025-01-16 04:57:13.687567,5m,40m,27m,23m,25m,33m,17m,16m
P00783,2025-01-16 10:12:00,,2D,F16,NCE,CDG,2025-01-16 12:25:32.249979,2025-01-16 13:45:12.025519,7m,12m,IN (21m),,,,,
P00784,2025-01-06 06:36:00,481m,23A,H15,LYS,JFK,2025-01-06 09:41:50.516154,2025-01-06 17:42:51.067062,10m,23m,33m,14m,41m,43m,43m,16m
P00785,2025-01-06 08:30:00,351m,18D,G24,CDG,AMS,2025-01-06 10:59:12.095623,2025-01-06 16:50:32.863079,8m,14m,41m,14m,15m,25m,27m,8m
P00786,2025-01-15 18:13:00,46m,17B,E21,ORY,CDG,2025-01-15 21:50:08.632745,2025-01-15 22:36:19.973583,10m,29m,39m,14m,77m,19m,25m,13m
P00787,2025-01-02 17:27:00,465m,15B,G26,LYS,FRA,2025-01-02 20:14:29.652877,2025-01-03 03:59:09.834772,9m,19m,37m,11m,16m,35m,26m,16m
P00788,2025-01-28 11:15:00,712m,36A,G24,NCE,AMS,2025-01-28 13:38:44.998402,2025-01-29 01:30:34.413947,5m,17m,16m,12m,39m,26m,26m,15m
P00789,2025-01-27 10:11:00,88m,34C,A20,LYS,CDG,2025-01-27 12:20:33.557144,2025-01-27 13:48:22.055696,9m,12m,18m,6m,14m,32m,18m,10m
P00790,2025-01-18 03:28:00,73m,26F,E24,BOD,LYS,2025-01-18 05:15:16.066371,2025-01-18 06:27:56.450713,9m,13m,14m,6m,12m,30m,17m,9m
P00791,2025-01-04 14:35:00,178m,18D,H26,BOD,DXB,2025-01-04 17:22:24.875348,2025-01-04 20:19:56.346107,9m,18m,15m,16m,34m,35m,46m,14m
P00792,2025-01-10 10:21:00,301m,15D,H17,LYS,LHR,2025-01-10 12:37:56.239137,2025-01-10 17:38:41.009628,4m,18m,31m,18m,24m,14m,29m,8m
P00793,2025-01-30 15:36:00,64m,39E,A11,LYS,CDG,2025-01-30 17:57:24.525489,2025-01-30 19:01:52.174471,5m,12m,17m,8m,30m,25m,35m,11m
P00794,2025-01-01 14:58:00,594m,5F,G13,BOD,FCO,2025-01-01 17:33:11.184577,2025-01-02 03:27:29.435764,8m,24m,26m,12m,34m,36m,48m,8m
P00795,2025-01-14 07:31:00,421m,17C,D11,ORY,JFK,2025-01-14 10:51:16.255366,2025-01-14 17:52:14.931989,8m,32m,53m,19m,19m,41m,34m,8m
P00796,2025-01-18 17:41:00,461m,28B,C30,LYS,FCO,2025-01-18 20:37:42.568504,2025-01-19 04:18:15.108061,6m,18m,22m,7m,19m,61m,34m,13m
P00797,2025-01-23 14:01:00,94m,39F,C19,CDG,BOD,2025-01-23 15:43:13.203276,2025-01-23 17:17:00.636670,12m,7m,16m,2m,12m,19m,25m,6m
P00798,2025-01-06 03:15:00,,26A,C23,ORY,JFK,2025-01-06 05:59:04.364995,2025-01-06 14:27:35.405055,9m,34m,21m,12m,20m,IN (6m),,
P00799,2025-01-05 04:28:00,781m,21E,E18,BOD,JFK,2025-01-05 06:45:53.026084,2025-01-05 19:46:31.026940,7m,21m,24m,13m,29m,22m,40m,6m
P00800,2025-01-03 10:50:00,367m,29D,G14,BOD,FRA,2025-01-03 12:56:13.963777,2025-01-03 19:03:34.998890,6m,13m,17m,7m,23m,20m,33m,8m
P00801,2025-01-04 15:19:00,425m,11A,B17,CDG,DXB,2025-01-04 17:47:43.159021,2025-01-05 00:52:29.487827,7m,32m,29m,13m,28m,29m,50m,IN (4m)
P00802,2025-01-03 17:29:00,103m,20B,F28,BOD,LYS,2025-01-03 19:24:43.594570,2025-01-03 21:07:59.804843,6m,14m,19m,3m,12m,19m,17m,13m
P00803,2025-01-30 17:02:00,70m,15F,G1,BOD,ORY,2025-01-30 19:23:12.150516,2025-01-30 20:32:45.988900,6m,13m,25m,2m,11m,43m,12m,6m
P00804,2025-01-22 11:47:00,464m,25B,F30,LYS,JFK,2025-01-22 13:56:47.574428,2025-01-22 21:41:13.195894,5m,26m,24m,17m,15m,25m,22m,8m
P00805,2025-01-08 07:14:00,,2A,E4,BOD,CDG,2025-01-08 09:29:41.746463,2025-01-08 11:26:49.700957,9m,18m,20m,IN (1m),,,,
P00806,2025-01-24 02:07:00,340m,36B,A10,BOD,DXB,2025-01-24 03:39:54.083323,2025-01-24 09:20:02.705713,6m,8m,7m,8m,20m,8m,14m,7m
P00807,2025-01-27 10:01:00,323m,14F,F1,CDG,AMS,2025-01-27 12:14:10.038463,2025-01-27 17:37:25.855050,7m,16m,18m,17m,17m,40m,48m,10m
P00808,2025-01-16 13:50:00,359m,9D,F10,NCE,FCO,2025-01-16 16:20:37.911407,2025-01-16 22:19:49.508033,4m,16m,20m,9m,30m,30m,20m,7m
P00809,2025-01-05 15:40:00,55m,29D,A16,BOD,ORY,2025-01-05 17:50:23.601140,2025-01-05 18:45:44.849668,8m,16m,17m,4m,19m,22m,26m,10m
P00810,2025-01-16 11:24:00,224m,32C,F17,NCE,FCO,2025-01-16 13:29:01.164920,2025-01-16 17:13:08.816916,5m,15m,21m,21m,11m,33m,45m,4m
P00811,2025-01-22 13:54:00,358m,13B,C7,CDG,FCO,2025-01-22 16:13:26.917269,2025-01-22 22:11:07.901984,5m,13m,25m,9m,18m,28m,25m,15m
P00812,2025-01-03 14:25:00,71m,21D,H1,NCE,LYS,2025-01-03 16:16:43.405246,2025-01-03 17:27:52.929837,11m,10m,15m,5m,13m,46m,36m,7m
P00813,2025-01-23 21:31:00,860m,14C,G17,ORY,JFK,2025-01-23 23:20:33.568676,2025-01-24 13:40:49.719713,7m,16m,25m,10m,10m,10m,30m,7m
P00814,2025-01-20 04:44:00,88m,33F,G22,BOD,CDG,2025-01-20 06:46:09.603545,2025-01-20 08:14:37.296672,12m,11m,13m,4m,20m,16m,27m,8m
P00815,2025-01-05 07:57:00,421m,27A,F7,BOD,FCO,2025-01-05 11:35:55.265908,2025-01-05 18:36:59.666564,5m,13m,21m,32m,39m,67m,40m,8m
P00816,2025-01-20 10:39:00,67m,5A,H18,ORY,CDG,2025-01-20 12:51:51.937805,2025-01-20 13:59:00.021939,7m,16m,16m,5m,25m,19m,18m,7m
P00817,2025-01-07 10:20:00,406m,34B,D5,NCE,LHR,2025-01-07 12:55:40.714088,2025-01-07 19:41:13.784149,6m,22m,20m,19m,24m,20m,31m,7m
P00818,2025-01-21 21:22:00,555m,1D,E3,CDG,AMS,2025-01-21 23:54:09.251409,2025-01-22 09:09:10.237318,4m,23m,22m,16m,24m,51m,21m,9m
P00819,2025-01-06 20:00:00,209m,35B,C21,CDG,DXB,2025-01-06 22:45:13.664025,2025-01-07 02:14:28.137161,14m,20m,17m,16m,46m,35m,81m,5m
P00820,2025-01-09 06:05:00,322m,14D,G14,CDG,DXB,2025-01-09 08:15:09.534007,2025-01-09 13:36:55.850290,7m,16m,19m,9m,26m,36m,23m,10m
P00821,2025-01-24 14:26:00,99m,3B,H13,BOD,NCE,2025-01-24 16:50:36.401641,2025-01-24 18:29:08.509617,7m,15m,20m,4m,38m,38m,19m,6m
P00822,2025-01-14 10:04:00,98m,4B,G10,CDG,BOD,2025-01-14 11:43:09.735988,2025-01-14 13:21:09.339639,5m,6m,12m,3m,14m,28m,17m,13m
P00823,2025-01-23 12:30:00,,27D,G23,BOD,FCO,2025-01-23 14:26:03.529201,2025-01-23 20:07:10.895920,4m,20m,8m,IN (13m),,,,
P00824,2025-01-01 10:37:00,425m,8A,G30,ORY,FRA,2025-01-01 12:36:12.732618,2025-01-01 19:41:06.099839,6m,11m,19m,6m,21m,15m,22m,13m
P00825,2025-01-12 09:44:00,335m,23D,H6,CDG,MAD,2025-01-12 12:53:23.873610,2025-01-12 18:28:25.697414,8m,23m,44m,29m,23m,29m,IN (20m),
P00826,2025-01-30 09:44:00,86m,24A,D12,BOD,LYS,2025-01-30 11:36:19.304002,2025-01-30 13:01:51.818522,7m,12m,16m,13m,19m,23m,14m,8m
P00827,2025-01-23 15:34:00,,21D,D16,CDG,FRA,2025-01-23 17:41:59.317251,2025-01-24 00:25:47.701137,5m,12m,27m,15m,13m,IN (4m),,
P00828,2025-01-03 16:41:00,679m,11E,F16,NCE,JFK,2025-01-03 19:56:09.209763,2025-01-04 07:14:57.287318,11m,41m,34m,11m,29m,36m,22m,11m
P00829,2025-01-07 02:04:00,364m,26E,H6,BOD,JFK,2025-01-07 04:46:32.086979,2025-01-07 10:51:00.079623,6m,21m,24m,15m,48m,30m,62m,8m
P00830,2025-01-20 18:42:00,306m,2B,G5,LYS,MAD,2025-01-20 22:06:50.338745,2025-01-21 03:12:59.457380,10m,16m,37m,27m,30m,40m,IN (39m),
P00831,2025-01-02 01:12:00,82m,4D,E16,ORY,CDG,2025-01-02 03:19:05.984471,2025-01-02 04:41:30.637849,5m,9m,17m,7m,35m,31m,10m,8m
P00832,2025-01-27 03:48:00,75m,12A,D25,NCE,BOD,2025-01-27 05:52:39.378387,2025-01-27 07:07:15.940319,8m,9m,21m,6m,21m,21m,26m,5m
P00833,2025-01-08 17:59:00,361m,30D,F30,CDG,JFK,2025-01-08 20:41:08.641279,2025-01-09 02:41:48.824953,6m,18m,19m,20m,25m,45m,76m,5m
P00834,2025-01-01 03:18:00,59m,31A,E5,LYS,ORY,2025-01-01 05:40:56.759558,2025-01-01 06:39:48.280583,4m,17m,26m,7m,37m,29m,35m,6m
P00835,2025-01-27 07:19:00,595m,20E,B7,LYS,DXB,2025-01-27 09:51:50.234485,2025-01-27 19:47:06.881350,6m,19m,24m,29m,22m,15m,42m,10m
P00836,2025-01-12 05:39:00,435m,24C,B24,NCE,LHR,2025-01-12 08:04:20.619420,2025-01-12 15:19:25.001367,4m,12m,34m,12m,11m,29m,IN (14m),
P00837,2025-01-06 19:36:00,110m,27F,F17,LYS,ORY,2025-01-06 22:27:32.797159,2025-01-07 00:17:34.828941,6m,16m,38m,11m,51m,27m,27m,17m
P00838,2025-01-30 17:43:00,271m,34E,E1,CDG,AMS,2025-01-30 19:58:33.495324,2025-01-31 00:29:44.112156,9m,16m,24m,17m,21m,34m,62m,11m
P00839,2025-01-30 07:12:00,462m,34F,F3,ORY,DXB,2025-01-30 10:29:00.526381,2025-01-30 18:10:56.716870,7m,24m,41m,15m,40m,36m,83m,18m
P00840,2025-01-05 04:32:00,118m,21A,D4,NCE,LYS,2025-01-05 06:40:15.939548,2025-01-05 08:38:06.294819,7m,8m,37m,5m,42m,18m,10m,9m
P00841,2025-01-22 20:19:00,530m,11A,C14,NCE,JFK,2025-01-22 23:01:36.223499,2025-01-23 07:52:04.694940,12m,13m,23m,20m,28m,25m,31m,8m
P00842,2025-01-18 05:09:00,,1E,A14,LYS,AMS,2025-01-18 07:40:50.265830,2025-01-18 13:13:58.232047,9m,IN (7m),,,,,,
P00843,2025-01-26 12:19:00,467m,38C,G12,LYS,DXB,2025-01-26 14:03:14.160040,2025-01-26 21:49:59.407644,6m,14m,9m,13m,16m,19m,18m,12m
P00844,2025-01-15 18:37:00,106m,11D,G22,BOD,CDG,2025-01-15 21:10:49.779057,2025-01-15 22:57:10.563981,4m,21m,31m,4m,27m,48m,18m,6m
P00845,2025-01-02 06:23:00,595m,21D,C19,ORY,DXB,2025-01-02 09:57:13.409680,2025-01-02 19:51:56.622320,5m,30m,24m,37m,16m,57m,31m,9m
P00846,2025-01-12 16:33:00,95m,28B,G19,ORY,NCE,2025-01-12 18:31:39.575190,2025-01-12 20:07:03.682867,6m,11m,21m,4m,26m,28m,19m,9m
P00847,2025-01-09 20:58:00,95m,30F,G6,CDG,BOD,2025-01-09 23:25:11.148311,2025-01-10 00:59:41.355165,8m,13m,34m,7m,46m,26m,12m,14m
P00848,2025-01-02 21:11:00,446m,24E,H1,CDG,DXB,2025-01-02 23:26:57.845672,2025-01-03 06:52:31.334539,5m,21m,27m,6m,27m,20m,20m,9m
P00849,2025-01-04 10:39:00,333m,40A,C28,CDG,JFK,2025-01-04 13:16:45.264320,2025-01-04 18:49:36.302804,4m,16m,28m,8m,28m,24m,24m,15m
P00850,2025-01-23 20:50:00,459m,7C,C25,ORY,DXB,2025-01-23 23:25:55.413234,2025-01-24 07:05:01.765360,6m,22m,15m,24m,42m,28m,52m,IN (6m)
P00851,2025-01-21 04:29:00,IN (86m),9D,F15,LYS,DXB,2025-01-21 06:25:47.821264,2025-01-21 11:07:00.711805,5m,15m,18m,17m,14m,10m,,
P00852,2025-01-28 15:58:00,415m,4F,D22,ORY,FRA,2025-01-28 17:40:51.136908,2025-01-29 00:35:42.038590,5m,12m,24m,10m,25m,15m,21m,5m
P00853,2025-01-28 01:23:00,384m,3F,E18,BOD,FRA,2025-01-28 03:24:44.911068,2025-01-28 09:49:03.943859,5m,14m,11m,9m,22m,15m,30m,6m
P00854,2025-01-24 08:52:00,,27E,E1,BOD,CDG,2025-01-24 11:53:47.903462,2025-01-24 13:31:01.984823,16m,14m,IN (12m),,,,,
P00855,2025-01-26 16:16:00,62m,2B,H28,ORY,BOD,2025-01-26 18:09:46.131404,2025-01-26 19:11:37.443623,9m,17m,29m,6m,15m,24m,33m,18m
P00856,2025-01-11 00:56:00,320m,13F,E14,BOD,MAD,2025-01-11 02:50:52.290959,2025-01-11 08:11:00.723908,6m,19m,18m,15m,18m,20m,24m,8m
P00857,2025-01-10 03:17:00,552m,32C,F13,CDG,FCO,2025-01-10 05:33:17.769508,2025-01-10 14:45:27.963295,7m,24m,14m,8m,21m,32m,26m,10m
P00858,2025-01-23 09:08:00,64m,10E,A9,NCE,CDG,2025-01-23 11:46:58.351023,2025-01-23 12:50:44.013863,12m,21m,19m,6m,19m,35m,39m,14m
P00859,2025-01-13 19:57:00,64m,20C,D21,BOD,NCE,2025-01-13 22:20:36.813037,2025-01-13 23:24:41.819081,13m,17m,26m,9m,15m,27m,11m,14m
P00860,2025-01-28 05:00:00,,24F,G17,CDG,NCE,2025-01-28 06:59:54.074336,2025-01-28 08:15:15.924427,6m,10m,IN (5m),,,,,
P00861,2025-01-03 00:49:00,462m,22E,B1,LYS,FCO,2025-01-03 03:25:32.151608,2025-01-03 11:07:32.072463,3m,27m,24m,8m,27m,29m,44m,10m
P00862,2025-01-21 03:30:00,594m,17A,C14,BOD,FRA,2025-01-21 05:34:28.186992,2025-01-21 15:28:23.113216,7m,13m,24m,17m,27m,16m,45m,13m
P00863,2025-01-30 08:52:00,459m,23D,G1,ORY,FRA,2025-01-30 11:11:20.618337,2025-01-30 18:50:42.131648,7m,19m,20m,19m,27m,33m,43m,12m
P00864,2025-01-15 02:25:00,689m,24F,F27,LYS,LHR,2025-01-15 04:38:22.460166,2025-01-15 16:07:32.177877,7m,15m,18m,9m,11m,35m,18m,6m
P00865,2025-01-28 18:34:00,585m,25F,F14,NCE,FCO,2025-01-28 21:12:07.763117,2025-01-29 06:57:00.981862,10m,29m,38m,17m,10m,24m,58m,15m
P00866,2025-01-21 05:34:00,,31D,H1,BOD,FCO,2025-01-21 08:00:23.660581,2025-01-21 12:20:53.381991,8m,13m,14m,20m,IN (3m),,,
P00867,2025-01-21 17:33:00,294m,22B,F6,CDG,LHR,2025-01-21 20:21:08.812460,2025-01-22 01:15:23.370013,7m,17m,47m,9m,27m,29m,27m,11m
P00868,2025-01-15 18:48:00,576m,23A,B23,LYS,FCO,2025-01-15 21:49:03.069308,2025-01-16 07:24:59.723881,8m,23m,46m,15m,16m,47m,38m,9m
P00869,2025-01-08 00:54:00,IN (231m),25E,F9,NCE,FRA,2025-01-08 02:56:21.954089,2025-01-08 11:21:48.221645,6m,16m,19m,12m,18m,25m,,
P00870,2025-01-13 00:10:00,561m,21B,B4,LYS,MAD,2025-01-13 02:40:53.165001,2025-01-13 12:01:53.572730,6m,12m,21m,26m,14m,35m,14m,10m
P00871,2025-01-24 02:49:00,78m,7B,H8,LYS,BOD,2025-01-24 04:16:51.911846,2025-01-24 05:34:40.289608,9m,8m,10m,6m,17m,21m,19m,6m
P00872,2025-01-13 16:27:00,600m,17D,C29,BOD,DXB,2025-01-13 18:36:35.249577,2025-01-14 04:36:24.130872,6m,19m,15m,8m,19m,21m,33m,6m
P00873,2025-01-01 19:56:00,546m,5A,A5,BOD,FRA,2025-01-01 23:30:56.860681,2025-01-02 08:37:11.850231,9m,18m,38m,15m,38m,47m,23m,10m
P00874,2025-01-20 15:42:00,521m,4A,F21,BOD,FRA,2025-01-20 17:58:28.190568,2025-01-21 02:39:48.030376,3m,33m,15m,6m,16m,16m,17m,7m
P00875,2025-01-25 05:38:00,77m,39F,B11,LYS,CDG,2025-01-25 07:19:28.669163,2025-01-25 08:36:50.438044,11m,10m,10m,3m,27m,24m,28m,6m
P00876,2025-01-09 11:21:00,68m,32A,D5,ORY,BOD,2025-01-09 13:20:25.885883,2025-01-09 14:28:22.818219,8m,11m,17m,7m,24m,22m,26m,8m
P00877,2025-01-15 09:26:00,685m,6E,G26,CDG,LHR,2025-01-15 12:42:46.639891,2025-01-16 00:07:51.485946,9m,29m,41m,25m,38m,45m,33m,11m
P00878,2025-01-19 04:48:00,513m,40C,F23,CDG,LHR,2025-01-19 06:39:41.283307,2025-01-19 15:12:40.551660,5m,12m,24m,11m,18m,31m,24m,7m
P00879,2025-01-10 14:22:00,58m,36E,D13,LYS,NCE,2025-01-10 16:36:12.288694,2025-01-10 17:33:52.208267,4m,13m,15m,3m,19m,40m,28m,6m
P00880,2025-01-21 00:38:00,,13C,B4,NCE,DXB,2025-01-21 02:26:22.259999,2025-01-21 07:44:47.580249,4m,12m,13m,13m,IN (3m),,,
P00881,2025-01-05 19:18:00,311m,22E,A28,NCE,FCO,2025-01-05 22:32:47.895909,2025-01-06 03:43:18.183333,6m,19m,48m,28m,33m,19m,33m,11m
P00882,2025-01-19 06:13:00,685m,5E,G3,BOD,FCO,2025-01-19 09:24:54.589601,2025-01-19 20:50:05.285566,4m,21m,29m,11m,26m,54m,47m,10m
P00883,2025-01-25 02:16:00,547m,27C,H3,NCE,AMS,2025-01-25 04:18:17.028234,2025-01-25 13:25:14.072577,5m,19m,21m,14m,17m,32m,40m,9m
P00884,2025-01-27 21:58:00,,25E,F2,ORY,MAD,2025-01-28 00:10:05.908244,2025-01-28 05:50:19.567175,IN (3m),,,,,,,
P00885,2025-01-05 09:46:00,417m,35B,H17,LYS,MAD,2025-01-05 12:53:52.276042,2025-01-05 19:51:07.229961,10m,26m,44m,9m,25m,40m,28m,7m
P00886,2025-01-03 18:06:00,551m,7B,D14,BOD,AMS,2025-01-03 20:46:49.002954,2025-01-04 05:58:13.092241,5m,13m,23m,17m,23m,45m,44m,14m
P00887,2025-01-20 16:20:00,,33B,B21,ORY,NCE,2025-01-20 17:48:00.528349,2025-01-20 19:04:43.098212,5m,8m,12m,IN (1m),,,,
P00888,2025-01-18 13:50:00,,17D,C24,BOD,FRA,2025-01-18 16:32:01.651078,2025-01-18 22:18:11.075102,7m,15m,21m,12m,IN (6m),,,
P00889,2025-01-02 05:21:00,55m,35A,A21,NCE,BOD,2025-01-02 07:44:55.317191,2025-01-02 08:40:21.666043,5m,17m,32m,3m,16m,22m,16m,13m
P00890,2025-01-16 09:53:00,495m,10F,H10,NCE,AMS,2025-01-16 13:03:57.469998,2025-01-16 21:18:39.775912,7m,19m,48m,21m,41m,24m,30m,8m
P00891,2025-01-03 19:04:00,422m,30B,F20,NCE,AMS,2025-01-03 21:59:43.298719,2025-01-04 05:01:31.132782,17m,20m,16m,11m,23m,74m,33m,9m
P00892,2025-01-17 18:49:00,60m,21A,C12,NCE,LYS,2025-01-17 21:11:05.760333,2025-01-17 22:10:48.813257,4m,20m,21m,7m,24m,27m,24m,9m
P00893,2025-01-03 12:19:00,326m,13F,D12,NCE,FRA,2025-01-03 15:05:48.199731,2025-01-03 20:32:13.007497,8m,24m,23m,11m,14m,45m,42m,11m
P00894,2025-01-17 00:58:00,355m,13A,B23,BOD,JFK,2025-01-17 03:00:23.541872,2025-01-17 08:55:05.129198,5m,23m,9m,17m,13m,25m,52m,8m
P00895,2025-01-21 03:18:00,52m,38F,C10,NCE,CDG,2025-01-21 05:21:22.571029,2025-01-21 06:13:10.893110,7m,9m,24m,4m,17m,37m,14m,12m
P00896,2025-01-22 03:24:00,378m,37D,E21,CDG,AMS,2025-01-22 05:27:42.097217,2025-01-22 11:45:29.709180,7m,12m,18m,10m,13m,15m,IN (16m),
P00897,2025-01-24 17:27:00,685m,16E,B1,BOD,MAD,2025-01-24 20:39:23.904288,2025-01-25 08:04:21.492460,6m,18m,31m,17m,40m,48m,42m,12m
P00898,2025-01-14 16:41:00,506m,40A,F23,BOD,MAD,2025-01-14 19:45:42.794007,2025-01-15 04:11:50.668905,8m,23m,22m,17m,18m,51m,19m,8m
P00899,2025-01-20 04:02:00,91m,6D,D16,CDG,NCE,2025-01-20 06:10:23.333158,2025-01-20 07:41:24.747417,2m,8m,17m,3m,20m,38m,24m,11m
P00900,2025-01-03 00:49:00,91m,1E,H15,ORY,LYS,2025-01-03 02:49:12.141947,2025-01-03 04:20:23.866875,4m,13m,20m,5m,12m,16m,12m,6m
P00901,2025-01-23 12:41:00,306m,8D,B3,ORY,FRA,2025-01-23 14:55:47.528150,2025-01-23 20:01:41.557420,5m,17m,35m,7m,15m,17m,27m,7m
P00902,2025-01-09 10:09:00,350m,33D,F20,CDG,LHR,2025-01-09 12:27:21.868433,2025-01-09 18:16:55.369791,6m,19m,22m,11m,20m,15m,34m,10m
P00903,2025-01-29 03:06:00,309m,18A,F6,BOD,MAD,2025-01-29 05:12:08.775229,2025-01-29 10:21:15.824116,4m,12m,9m,19m,28m,30m,32m,10m
P00904,2025-01-30 12:11:00,71m,31E,G16,ORY,CDG,2025-01-30 14:52:15.602241,2025-01-30 16:03:16.859480,10m,16m,24m,8m,12m,43m,29m,IN (6m)
P00905,2025-01-09 20:06:00,343m,26F,G17,CDG,FCO,2025-01-09 23:15:36.229893,2025-01-10 04:58:58.960793,10m,31m,27m,19m,32m,28m,67m,7m
P00906,2025-01-22 16:00:00,371m,21B,G15,NCE,AMS,2025-01-22 17:57:25.449053,2025-01-23 00:08:28.750916,6m,17m,19m,9m,24m,24m,47m,8m
P00907,2025-01-02 01:43:00,314m,7D,H1,LYS,AMS,2025-01-02 03:36:33.261987,2025-01-02 08:50:05.875797,7m,15m,22m,10m,20m,13m,10m,6m
P00908,2025-01-07 14:25:00,89m,6A,H21,ORY,NCE,2025-01-07 16:23:18.719154,2025-01-07 17:52:18.715283,5m,11m,30m,4m,34m,20m,24m,12m
P00909,2025-01-15 07:32:00,86m,6B,E9,CDG,NCE,2025-01-15 10:06:10.560409,2025-01-15 11:32:09.527436,14m,14m,20m,4m,16m,40m,29m,9m
P00910,2025-01-13 16:47:00,87m,37D,C14,ORY,BOD,2025-01-13 18:34:11.425050,2025-01-13 20:01:07.767337,6m,7m,15m,4m,16m,23m,14m,10m
P00911,2025-01-07 09:05:00,65m,18B,G17,NCE,ORY,2025-01-07 11:17:57.204801,2025-01-07 12:23:06.662487,5m,9m,14m,9m,11m,48m,35m,5m
P00912,2025-01-02 19:55:00,283m,3B,H7,CDG,LHR,2025-01-02 22:18:35.056974,2025-01-03 03:02:01.035828,9m,13m,30m,13m,27m,26m,31m,13m
P00913,2025-01-09 04:26:00,,16F,G3,CDG,LYS,2025-01-09 07:07:54.294812,2025-01-09 08:45:39.240979,5m,7m,30m,IN (1m),,,,
P00914,2025-01-04 02:13:00,70m,17E,G2,CDG,BOD,2025-01-04 04:32:33.004001,2025-01-04 05:42:31.730183,9m,7m,25m,3m,26m,26m,17m,6m
P00915,2025-01-29 09:58:00,83m,12B,A7,CDG,LYS,2025-01-29 12:16:06.975411,2025-01-29 13:38:58.279659,4m,11m,17m,2m,28m,30m,15m,9m
P00916,2025-01-23 13:32:00,409m,31F,G3,ORY,DXB,2025-01-23 15:41:47.381137,2025-01-23 22:30:34.315666,7m,18m,19m,7m,13m,26m,51m,14m
P00917,2025-01-03 18:08:00,378m,39C,G29,ORY,FRA,2025-01-03 20:45:48.431809,2025-01-04 03:03:18.628178,10m,18m,22m,7m,18m,44m,40m,9m
P00918,2025-01-29 10:27:00,,40A,G22,ORY,BOD,2025-01-29 12:52:11.974030,2025-01-29 14:20:30.083065,11m,19m,26m,6m,IN (16m),,,
P00919,2025-01-18 01:57:00,65m,19A,F10,LYS,ORY,2025-01-18 03:58:00.221821,2025-01-18 05:03:24.217856,10m,9m,23m,4m,14m,18m,17m,11m
P00920,2025-01-02 03:41:00,525m,16C,F5,BOD,JFK,2025-01-02 05:22:04.508607,2025-01-02 14:07:02.637026,3m,16m,15m,6m,11m,15m,36m,12m
P00921,2025-01-04 05:17:00,,6D,A21,BOD,LHR,2025-01-04 07:36:07.302937,2025-01-04 15:40:57.910440,7m,17m,15m,16m,20m,IN (12m),,
P00922,2025-01-22 10:44:00,52m,12A,H8,CDG,ORY,2025-01-22 13:06:54.748395,2025-01-22 13:58:24.748924,3m,12m,19m,7m,19m,33m,17m,6m
P00923,2025-01-25 19:28:00,415m,9C,D4,NCE,AMS,2025-01-25 22:05:54.108832,2025-01-26 05:01:15.897866,6m,27m,28m,21m,16m,46m,57m,9m
P00924,2025-01-16 06:09:00,71m,1C,G26,CDG,NCE,2025-01-16 08:48:55.328909,2025-01-16 10:00:16.429309,8m,13m,46m,6m,27m,23m,31m,7m
